Date,Stock,P/E Ratio,Earnings Per Share (EPS),Dividend Yield,Return on Equity (ROE),Debt-to-Equity Ratio (D/E),Free Cash Flow (FCF)
2021-12-31,AEP,0.1109115061605121,4.96,3.51,0.1109115061605121,1.6341360126954692,9604000000.0
2023-12-31,AXP,0.2984638414655879,11.21,0.93,0.2984638414655879,1.7521117724631998,20122000000.0
2022-12-31,AXP,0.304075108251386,9.85,0.93,0.304075108251386,1.7773865889684757,22934000000.0
2021-12-31,AXP,0.3634395995851558,10.02,0.93,0.3634395995851558,1.8450647066780899,16195000000.0
2023-12-31,AMT,0.35331808870468295,3.18,3.15,0.35331808870468295,11.030203420513553,6520500000.0
2022-12-31,AMT,0.3168832101069557,3.82,3.15,0.3168832101069557,8.44357906826502,5569800000.0
2021-12-31,AMT,0.5053333858143746,5.66,3.15,0.5053333858143746,10.235495552231756,6196600000.0
2024-12-31,AWK,0.10172280294231514,5.39,2.25,0.10172280294231514,1.3656600851722802,5053000000.0
2023-12-31,AWK,0.09635602735531285,4.9,2.25,0.09635602735531285,1.2699806063080534,4608000000.0
2022-12-31,AWK,0.1065904068633823,4.51,2.25,0.1065904068633823,1.618614324710776,3528000000.0
2021-12-31,AWK,0.17306111263359825,6.95,2.25,0.17306111263359825,1.5157577418470813,3314000000.0
2024-12-31,AMP,0.6505355776587605,33.05,1.1,0.6505355776587605,1.046671767406274,6771000000.0
2023-12-31,AMP,0.5404948192006767,23.71,1.1,0.5404948192006767,1.216959187989004,4869000000.0
2022-12-31,AMP,0.8280305022350776,27.7,1.1,0.8280305022350776,1.415987378385485,4589000000.0
2021-12-31,AMP,0.5751556976939909,28.48,1.1,0.5751556976939909,0.8746002356505639,3445000000.0
2023-12-31,AMGN,1.077824133504493,12.49,3.09,1.077824133504493,10.367939666238767,9583000000.0
2022-12-31,AMGN,1.7896749521988529,12.11,3.09,1.7896749521988529,10.63780387872166,10657000000.0
2021-12-31,AMGN,0.8795522388059701,10.28,3.09,0.8795522388059701,4.971492537313432,10141000000.0
2024-12-31,APH,0.24754901960784315,1.92,0.99,0.24754901960784315,0.7032373366013072,3480100000.0
2023-12-31,APH,0.23099502785598755,1.55,0.99,0.23099502785598755,0.5196549451866052,2901500000.0
2022-12-31,APH,0.27115285934203776,1.53,0.99,0.27115285934203776,0.6525029933291522,2558400000.0
2021-12-31,APH,0.25242780069819104,1.27,0.99,0.25242780069819104,0.7616470961599492,1884300000.0
2024-10-31,ADI,0.04648789695635276,3.28,1.72,0.04648789695635276,0.21747066357174347,4582992000.0
2023-10-31,ADI,0.09319745901616758,6.55,1.72,0.09319745901616758,0.19720101058559564,6079097000.0
2022-10-31,ADI,0.07537465114459564,5.25,1.72,0.07537465114459564,0.1810556566302731,5174710000.0
2021-10-31,ADI,0.03659723532055317,3.46,1.72,0.03659723532055317,0.17957342785855182,3078745000.0
