Stock,Date,Close,SMA_50,SMA_200,Upper Band,Middle Band,Lower Band,RSI,MACD,MACD Signal,ATR,OBV
TSCO,2021-12-31,40.31243133544922,37.77788215637207,33.010876178741455,40.66801243191192,39.09748287200928,37.52695331210664,55.85914950933231,0.5275272368200348,0.471910470085972,0.9300918565816164,264321500
JBHT,2021-12-31,198.3555603027344,190.820859375,170.99305931091308,200.6661113179022,192.16909561157223,183.67207990524233,58.54798953282041,2.408362422031047,1.564575658990782,4.428620422008184,16665800
ICE,2021-12-31,131.16110229492188,128.64325805664063,116.12948902130128,133.35466053755755,129.25108833312987,125.1475161287022,55.610254568660565,1.1579954203762384,0.9443074880507852,1.7613135593666809,29220300
MKTX,2020-12-31,546.6990356445312,528.2745697021485,472.6113037109375,564.9155838065661,541.1100891113281,517.30459441609,61.29739936225795,7.125649479263302,8.192154445822005,16.152174652367755,2121500
MKTX,2021-12-31,396.3048706054687,375.78028381347656,428.6973608398437,420.3469248179896,384.0149627685547,347.68300071911983,66.41698735287997,8.336672014329679,7.037972356712842,10.994828088080718,-445200
PCG,2021-12-31,12.097681999206545,12.008992347717284,10.629368176460266,12.575998476412964,12.13006887435913,11.684139272305297,41.02565360960675,0.0066212621893253,0.0370571041480135,0.227063007018247,-253670300
UHS,2021-12-31,127.5379638671875,125.2435189819336,140.56565757751466,130.37735147620594,126.11809387207032,121.85883626793468,54.04883485834262,0.770642024025733,0.3564993156284647,2.5384745371332715,-6821000
BKR,2021-12-31,22.19862365722656,22.47084758758545,21.24860865592957,23.38673722695797,22.39237871170044,21.398020196442907,37.63440103319579,-0.0345057417237306,-0.0499440545202512,0.7058168789927018,-92634400
FOXA,2021-06-30,35.31373596191406,35.74895195007324,31.37463662147522,36.63883022362151,35.67039279937744,34.701955375133366,46.39836233576195,0.0240147775344325,0.0479068484750911,0.7666424619334405,-1510700
FOXA,2022-06-30,30.963823318481445,33.00497032165527,36.85079040527344,33.43877946492197,31.672929668426512,29.907079871931053,40.40698118048211,-0.5477806670195946,-0.6401327859188525,0.8916265388948703,-39132300
FOXA,2023-06-30,33.208274841308594,31.688310585021977,31.45733423233032,33.91565445392154,32.577315998077395,31.23897754223325,55.98957883056293,0.4777055676381394,0.3906187226245164,0.6066084352239294,-61434800
GOOGL,2021-12-31,144.32879638671875,144.9054373168945,130.5350478744507,149.26127861468734,144.94003295898438,140.6187873032814,42.435110269505174,0.267430555260546,0.1932175601889695,2.7776452856743674,1973110000
BEN,2021-09-30,25.41997528076172,26.529171867370607,25.20676552772522,27.780065306174524,26.47025022506714,25.160435143959756,42.40640914804744,-0.2048513914880523,-0.1367048777480067,0.8019283434815142,6649700
BEN,2022-09-30,19.217979431152344,23.00686634063721,24.058442792892457,24.091545404762243,21.545495986938477,18.99944656911471,15.17784648457912,-0.9468892061237072,-0.7440830410921753,0.735608618754871,-50048900
BEN,2024-09-30,19.83789825439453,20.54674488067627,23.547834672927856,20.68670994390038,19.5680401802063,18.44937041651222,66.90266792812474,-0.0595357186789016,-0.188062570668775,0.4569853250926824,-167330000
